word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million
shout,1514,B2,v,/ʃˈaʊt/,"hét, la lớn",Don't shout in the library.,FALSE,1666,56.71,47
yard,1515,B2,n,/jˈɑɹd/,sân; thước Anh,The children play in the yard.,TRUE,1667,56.71,47
constant,1516,B2,adj,/kˈɑnstənt/,liên tục; không đổi,There is constant noise here.,FALSE,1668,56.71,47
significantly,1517,B2,adv,/sɪɡnˈɪfɪkəntli/,đáng kể,Sales rose significantly.,FALSE,1669,56.69,47
hill,1518,B2,n,/hˈɪl/,ngọn đồi,We walked up the hill.,TRUE,1670,56.67,46
considerable,1519,B2,adj,/kənsˈɪdɚəbəl/,"đáng kể, lớn",It took considerable effort.,FALSE,1671,56.67,46
instruction,1520,B2,n,/ˌɪnstɹˈʌkʃən/,"sự hướng dẫn, chỉ dẫn",Follow the instructions carefully.,FALSE,1672,56.67,46
intelligence,1521,B2,n,/ˌɪntˈɛlədʒəns/,trí thông minh,She has high intelligence.,FALSE,1673,56.67,46
ideal,1522,B2,adj,/aɪdˈil/,lý tưởng,This is an ideal place to relax.,FALSE,1674,56.66,46
folk,1523,B2,n,/fˈoʊk/,dân gian; người dân,I like folk music.,FALSE,1675,56.66,46
surely,1524,B2,adv,/ʃˈʊɹli/,chắc chắn,Surely you are joking.,FALSE,1676,56.66,46
guard,1525,B2,n,/ɡˈɑɹd/,"người bảo vệ, lính gác",The guard checked our tickets.,TRUE,1677,56.66,46
cat,1526,B2,n,/kˈæt/,con mèo,The cat is sleeping on the sofa.,TRUE,1678,56.65,46
somewhat,1527,B2,adv,/sˈʌmwˈʌt/,"hơi, phần nào",I am somewhat tired.,FALSE,1679,56.65,46
kiss,1528,B2,v,/kˈɪs/,hôn,She kissed the baby's cheek.,FALSE,1680,56.64,46
presentation,1529,B2,n,/pɹˌɛzəntˈeɪʃən/,bài thuyết trình,I have a presentation tomorrow.,FALSE,1681,56.64,46
joint,1530,B2,adj,/dʒˈɔɪnt/,"chung, liên kết",They made a joint decision.,FALSE,1682,56.64,46
compete,1531,B2,v,/kəmpˈit/,"cạnh tranh, thi đấu",Many teams compete in the match.,FALSE,1683,56.64,46
poll,1532,B2,n,/pˈoʊl/,cuộc thăm dò; cuộc bỏ phiếu,The poll shows strong support.,FALSE,1684,56.64,46
weak,1533,B2,adj,/wˈik/,yếu,The signal here is weak.,FALSE,1685,56.63,46
faith,1534,B2,n,/fˈeɪθ/,"niềm tin, đức tin",I have faith in you.,FALSE,1686,56.63,46
reduction,1535,B2,n,/ɹədˈʌkʃən/,sự giảm bớt,There was a price reduction.,FALSE,1687,56.62,46
reserve,1536,B2,v,/ɹɪzˈɝv/,đặt trước; dự trữ,I reserved a table for two.,FALSE,1688,56.61,46
complaint,1537,B2,n,/kəmplˈeɪnt/,"lời phàn nàn, khiếu nại",They received a customer complaint.,FALSE,1689,56.61,46
bore,1538,B2,v,/bˈɔɹ/,làm chán,The long film bored me.,FALSE,1690,56.6,46
mission,1539,B2,n,/mˈɪʃən/,nhiệm vụ; sứ mệnh,The mission was successful.,FALSE,1691,56.6,46
tone,1540,B2,n,/tˈoʊn/,giọng điệu; sắc thái,Her tone was very polite.,FALSE,1693,56.59,46
neighborhood,1541,B2,n,/nˈeɪbɚhˌʊd/,"khu phố, khu vực lân cận",This is a quiet neighborhood.,FALSE,1694,56.59,46
passenger,1542,B2,n,/pˈæsəndʒɚ/,hành khách,The bus was full of passengers.,FALSE,1695,56.59,46
justice,1543,B2,n,/dʒˈʌstəs/,công lý; sự công bằng,They fought for justice.,FALSE,1696,56.58,46
phase,1544,B2,n,/fˈeɪz/,giai đoạn,We are in the first phase.,FALSE,1697,56.58,46
thin,1545,B2,adj,/θˈɪn/,mỏng; gầy,The ice is too thin to walk on.,FALSE,1698,56.58,46
rush,1546,B2,v,/ɹˈʌʃ/,"vội vàng, hối hả",Don't rush your work.,FALSE,1699,56.58,45
formal,1547,B2,adj,/fˈɔɹməl/,trang trọng; chính thức,Wear formal clothes to the event.,FALSE,1700,56.57,45
religion,1548,B2,n,/ɹɪlˈɪdʒən/,tôn giáo,They respect every religion.,FALSE,1701,56.57,45
employer,1549,B2,n,/ɛmplˈɔɪɚ/,"người chủ, chủ lao động",My employer is very kind.,FALSE,1702,56.57,45
reject,1550,B2,v,/ɹɪdʒˈɛkt/,"từ chối, bác bỏ",They rejected my application.,FALSE,1703,56.56,45
latter,1551,B2,adj,/lˈætɚ/,"cái sau, người sau","Of the two, I prefer the latter.",FALSE,1704,56.56,45
plate,1552,B2,n,/plˈeɪt/,cái đĩa,Put the food on a clean plate.,TRUE,1705,56.56,45
ban,1553,B2,v,/bˈæn/,cấm,They banned smoking indoors.,FALSE,1706,56.55,45
steal,1554,B2,v,/stˈil/,"ăn trộm, lấy cắp",Someone stole my bike.,FALSE,1707,56.55,45
protest,1555,B2,v,/pɹˈoʊtˌɛst/,"phản đối, biểu tình",People protested against the law.,FALSE,1708,56.55,45
index,1556,B2,n,/ˈɪndɛks/,chỉ số; mục lục,Look it up in the index.,FALSE,1709,56.55,45
sad,1557,B2,adj,/sˈæd/,buồn,She felt sad after the news.,FALSE,1710,56.54,45
frequently,1558,B2,adv,/fɹˈikwəntli/,thường xuyên,He frequently visits us.,FALSE,1711,56.54,45
circle,1559,B2,n,/sˈɝkəl/,vòng tròn,Draw a circle on the paper.,TRUE,1712,56.54,45
helpful,1560,B2,adj,/hˈɛlpfəl/,"hữu ích, giúp ích",The staff were very helpful.,FALSE,1713,56.53,45
command,1561,B2,n,/kəmˈænd/,mệnh lệnh; lệnh,The soldier followed the command.,FALSE,1714,56.53,45
attractive,1562,B2,adj,/ətɹˈæktɪv/,"hấp dẫn, thu hút",This is an attractive offer.,FALSE,1715,56.52,45
sick,1563,B2,adj,/sˈɪk/,"ốm, bệnh",She is sick and stayed home.,FALSE,1716,56.52,45
impression,1564,B2,n,/ˌɪmpɹˈɛʃən/,ấn tượng,She made a good impression.,FALSE,1717,56.51,45
unable,1565,B2,adj,/ənˈeɪbəl/,không thể,He was unable to come.,FALSE,1718,56.51,45
joke,1566,B2,n,/dʒˈoʊk/,"trò đùa, câu chuyện cười",He told a funny joke.,FALSE,1719,56.51,45
sky,1567,B2,n,/skˈaɪ/,bầu trời,The sky is clear and blue.,FALSE,1720,56.51,45
column,1568,B2,n,/kˈɑləm/,cột; chuyên mục,Add up the numbers in this column.,FALSE,1721,56.51,45
electronic,1569,B2,adj,/ˌɪlˌɛktɹˈɑnɪk/,thuộc điện tử,This is an electronic device.,FALSE,1722,56.51,45
impose,1570,B2,v,/ˌɪmpˈoʊz/,áp đặt,They imposed a new tax.,FALSE,1723,56.5,45
criminal,1571,B2,n,/kɹˈɪmənəl/,"tội phạm, kẻ phạm tội",The police caught the criminal.,FALSE,1724,56.49,45
properly,1572,B2,adv,/pɹˈɑpɚli/,"đúng cách, đúng đắn",Do the job properly.,FALSE,1726,56.46,44
ancient,1573,B2,adj,/ˈeɪntʃənt/,"cổ xưa, cổ đại",They visited an ancient temple.,FALSE,1727,56.46,44
coast,1574,B2,n,/kˈoʊst/,bờ biển,We drove along the coast.,TRUE,1728,56.45,44
ill,1575,B2,adj,/ˈɪl/,"ốm, bệnh",She has been ill for a week.,FALSE,1729,56.45,44
kick,1576,B2,v,/kˈɪk/,đá,He kicked the ball hard.,FALSE,1730,56.45,44
closely,1577,B2,adv,/klˈoʊsli/,"chặt chẽ, kỹ",Watch the demonstration closely.,FALSE,1731,56.45,44
multiple,1578,B2,adj,/mˈʌltəpəl/,"nhiều, đa",There are multiple choices.,FALSE,1732,56.45,44
yield,1579,B2,v,/jˈild/,sinh ra; nhường,The farm yields a lot of rice.,FALSE,1733,56.44,44
legislation,1580,B2,n,/lˌɛdʒəslˈeɪʃən/,"pháp luật, luật lệ",New legislation was passed.,FALSE,1735,56.44,44
county,1581,B2,n,/kˈaʊnti/,hạt (đơn vị hành chính),They live in a rural county.,FALSE,1736,56.43,44
mobile,1582,B2,adj,/mˈoʊbəl/,di động,I lost my mobile phone.,FALSE,1738,56.42,44
assistant,1583,B2,n,/əsˈɪstənt/,trợ lý,She is the manager's assistant.,FALSE,1739,56.42,44
implement,1584,B2,v,/ˈɪmpləmənt/,"thực hiện, triển khai",They implemented a new rule.,FALSE,1740,56.41,44
chart,1585,B2,n,/tʃˈɑɹt/,biểu đồ,The chart shows the results.,FALSE,1741,56.41,44
attach,1586,B2,v,/ətˈætʃ/,đính kèm; gắn,Please attach the file.,FALSE,1742,56.4,44
hell,1587,B2,n,/hˈɛl/,địa ngục,The journey was pure hell.,FALSE,1743,56.4,44
advise,1588,B2,v,/ædvˈaɪz/,"khuyên, tư vấn",The doctor advised me to rest.,FALSE,1745,56.39,44
household,1589,B2,n,/hˈaʊshˌoʊld/,hộ gia đình,Each household got a letter.,FALSE,1746,56.39,44
acknowledge,1590,B2,v,/æknˈɑlɪdʒ/,thừa nhận; ghi nhận,She acknowledged her mistake.,FALSE,1747,56.39,44
reward,1591,B2,n,/ɹɪwˈɔɹd/,phần thưởng,Hard work brings rewards.,FALSE,1748,56.38,43
east,1592,B2,n,/ˈist/,phía đông,The sun rises in the east.,FALSE,1749,56.38,43
hat,1593,B2,n,/hˈæt/,"cái mũ, nón",He wore a black hat.,TRUE,1750,56.38,43
academic,1594,B2,adj,/ˌækədˈɛmɪk/,thuộc học thuật,She has an academic career.,FALSE,1751,56.37,43
voter,1595,B2,n,/vˈoʊtɚ/,"cử tri, người bỏ phiếu",Voters lined up early.,FALSE,1752,56.37,43
accuse,1596,B2,v,/əkjˈuz/,"buộc tội, cáo buộc",They accused him of lying.,FALSE,1755,56.36,43
scientific,1597,B2,adj,/sˌaɪəntˈɪfɪk/,thuộc khoa học,This is a scientific study.,FALSE,1756,56.35,43
wage,1598,B2,n,/wˈeɪdʒ/,"tiền lương, tiền công",Workers demanded higher wages.,FALSE,1757,56.35,43
absence,1599,B2,n,/ˈæbsəns/,sự vắng mặt,Her absence was noticed.,FALSE,1758,56.35,43
construct,1600,B2,v,/kənstɹˈʌkt/,xây dựng,They constructed a new bridge.,FALSE,1759,56.33,43
remark,1601,B2,n,/ɹɪmˈɑɹk/,lời nhận xét,He made a rude remark.,FALSE,1760,56.33,43
medicine,1602,B2,n,/mˈɛdəsən/,thuốc; y học,Take your medicine after meals.,TRUE,1761,56.33,43
professor,1603,B2,n,/pɹəfˈɛsɚ/,giáo sư,The professor gave a lecture.,FALSE,1762,56.33,43
rare,1604,B2,adj,/ɹˈɛɹ/,"hiếm, hiếm có",This is a rare bird.,FALSE,1763,56.33,43
intention,1605,B2,n,/ˌɪntˈɛntʃən/,ý định,I have no intention of leaving.,FALSE,1764,56.33,43
dozen,1606,B2,n,/dˈʌzən/,tá (mười hai),She bought a dozen eggs.,FALSE,1765,56.32,43
settlement,1607,B2,n,/sˈɛtəlmənt/,khu định cư; sự dàn xếp,They reached a settlement.,FALSE,1766,56.32,43
gap,1608,B2,n,/ɡˈæp/,"khoảng trống, khe hở",There is a gap in the fence.,FALSE,1767,56.32,43
widely,1609,B2,adv,/wˈaɪdli/,rộng rãi,English is widely spoken.,FALSE,1768,56.3,43
minimum,1610,B2,n,/mˈɪnəməm/,mức tối thiểu,This is the minimum price.,FALSE,1769,56.3,43
northern,1611,B2,adj,/nˈɔɹðɚn/,thuộc phía bắc,They live in northern Vietnam.,FALSE,1770,56.3,43
estate,1612,B2,n,/ɪstˈeɪt/,bất động sản; điền trang,He owns a large estate.,FALSE,1771,56.3,43
equally,1613,B2,adv,/ˈikwəli/,"như nhau, ngang nhau",Share the food equally.,FALSE,1772,56.29,43
expose,1614,B2,v,/ɪkspˈoʊz/,phơi bày; tiếp xúc,Don't expose the film to light.,FALSE,1773,56.29,43
alive,1615,B2,adj,/əlˈaɪv/,còn sống,The fish is still alive.,FALSE,1774,56.29,43
shut,1616,B2,v,/ʃˈʌt/,"đóng, khép",Please shut the window.,FALSE,1775,56.28,42
victory,1617,B2,n,/vˈɪktɚi/,chiến thắng,The team celebrated their victory.,FALSE,1776,56.27,42
resolve,1618,B2,v,/ɹizˈɑlv/,giải quyết; quyết tâm,They resolved the conflict.,FALSE,1777,56.27,42
critic,1619,B2,n,/kɹˈɪtɪk/,nhà phê bình,The critic praised the film.,FALSE,1778,56.27,42
variable,1620,B2,n,/vˈɛɹiəbəl/,biến số; yếu tố thay đổi,Temperature is a variable.,FALSE,1779,56.26,42
enormous,1621,B2,adj,/ɪnˈɔɹməs/,"khổng lồ, to lớn",The building is enormous.,FALSE,1780,56.26,42
sweet,1622,B2,adj,/swˈit/,ngọt; dễ thương,This cake is very sweet.,FALSE,1781,56.26,42
permanent,1623,B2,adj,/pˈɝmənənt/,"lâu dài, vĩnh viễn",She got a permanent job.,FALSE,1782,56.25,42
emotion,1624,B2,n,/ɪmˈoʊʃən/,cảm xúc,She hid her emotions.,FALSE,1783,56.25,42
pursue,1625,B2,v,/pɚsˈu/,theo đuổi,He decided to pursue a career in art.,FALSE,1784,56.25,42
tall,1626,B2,adj,/tˈɔl/,cao (chiều cao),He is very tall.,FALSE,1785,56.24,42
urge,1627,B2,v,/ˈɝdʒ/,"thúc giục, khuyên",I urge you to be careful.,FALSE,1786,56.24,42
enemy,1628,B2,n,/ˈɛnəmi/,kẻ thù,They defeated the enemy.,FALSE,1787,56.24,42
appoint,1629,B2,v,/əpˈɔɪnt/,bổ nhiệm; hẹn,They appointed a new manager.,FALSE,1788,56.23,42
milk,1630,B2,n,/mˈɪlk/,sữa,I drink milk every morning.,TRUE,1789,56.23,42
talent,1631,B2,n,/tˈælənt/,tài năng,She has a talent for music.,FALSE,1790,56.23,42
smell,1632,B2,n,/smˈɛl/,mùi,I love the smell of coffee.,FALSE,1791,56.22,42
prior,1633,B2,adj,/pɹˈaɪɚ/,trước; ưu tiên,No prior experience is needed.,FALSE,1792,56.22,42
priority,1634,B2,n,/pɹaɪˈɔɹəti/,sự ưu tiên,Safety is our top priority.,FALSE,1793,56.22,42
online,1635,B2,adj,/ˈɔnlˌaɪn/,trực tuyến,I bought this book online.,FALSE,1794,56.22,42
phrase,1636,B2,n,/fɹˈeɪz/,cụm từ; thành ngữ,Learn this useful phrase.,FALSE,1795,56.19,42
pilot,1637,B2,n,/pˈaɪlət/,phi công,The pilot landed the plane safely.,TRUE,1796,56.19,42
stable,1638,B2,adj,/stˈeɪbəl/,ổn định; vững,His condition is now stable.,FALSE,1797,56.19,42
merely,1639,B2,adv,/mˈɪɹli/,"chỉ, đơn thuần",It is merely a suggestion.,FALSE,1798,56.18,42
resolution,1640,B2,n,/ɹˌɛzəlˈuʃən/,nghị quyết; sự quyết tâm,I made a New Year resolution.,FALSE,1799,56.18,42
communicate,1641,B2,v,/kəmjˈunəkˌeɪt/,"giao tiếp, truyền đạt",We communicate by email.,FALSE,1800,56.18,42
injury,1642,B2,n,/ˈɪndʒɚi/,"vết thương, chấn thương",He suffered a knee injury.,FALSE,1801,56.17,41
vast,1643,B2,adj,/vˈæst/,"rộng lớn, bao la",The desert is vast.,FALSE,1802,56.17,41
exhibition,1644,B2,n,/ˌɛksəbˈɪʃən/,cuộc triển lãm,We saw an art exhibition.,FALSE,1803,56.17,41
producer,1645,B2,n,/pɹədˈusɚ/,nhà sản xuất,He is a film producer.,FALSE,1804,56.17,41
regional,1646,B2,adj,/ɹˈidʒənəl/,"thuộc khu vực, vùng",This is a regional office.,FALSE,1805,56.17,41
immediate,1647,B2,adj,/ˌɪmˈidˌiət/,"tức thì, ngay lập tức",We need an immediate answer.,FALSE,1806,56.16,41
incident,1648,B2,n,/ˈɪnsədənt/,"sự việc, vụ việc",The incident was reported.,FALSE,1807,56.16,41
childhood,1649,B2,n,/tʃˈaɪldhˌʊd/,thời thơ ấu,She had a happy childhood.,FALSE,1808,56.16,41
draft,1650,B2,n,/dɹˈæft/,bản nháp; bản thảo,This is the first draft.,FALSE,1809,56.16,41
slip,1651,B2,v,/slˈɪp/,trượt; tuột,Be careful not to slip.,FALSE,1810,56.16,41
accompany,1652,B2,v,/əkˈʌmpəni/,"đi cùng, hộ tống",I will accompany you home.,FALSE,1811,56.16,41
politician,1653,B2,n,/pˌɑlətˈɪʃən/,chính trị gia,The politician gave a speech.,FALSE,1812,56.15,41
angry,1654,B2,adj,/ˈæŋɡɹi/,tức giận,She was angry at the news.,FALSE,1813,56.15,41
knock,1655,B2,v,/nˈɑk/,gõ (cửa),Someone is knocking at the door.,FALSE,1814,56.15,41
seed,1656,B2,n,/sˈid/,hạt giống,Plant the seeds in spring.,TRUE,1815,56.15,41
salary,1657,B2,n,/sˈælɚi/,tiền lương,She earns a good salary.,FALSE,1816,56.15,41
illustrate,1658,B2,v,/ˈɪləstɹˌeɪt/,minh họa,The book is well illustrated.,FALSE,1817,56.13,41
imply,1659,B2,v,/ˌɪmplˈaɪ/,"ngụ ý, ám chỉ",Her silence implied agreement.,FALSE,1818,56.13,41
breakfast,1660,B2,n,/bɹˈɛkfəst/,bữa sáng,I eat breakfast at seven.,FALSE,1819,56.13,41
temporary,1661,B2,adj,/tˈɛmpɚˌɛɹi/,tạm thời,This is a temporary job.,FALSE,1820,56.12,41
liberal,1662,B2,adj,/lˈɪbˌɝəl/,tự do; phóng khoáng,He holds liberal views.,FALSE,1821,56.12,41
lake,1663,B2,n,/lˈeɪk/,hồ,We swam in the lake.,TRUE,1822,56.11,41
qualify,1664,B2,v,/kwˈɑləfˌaɪ/,đủ điều kiện; vượt qua,She qualified for the final.,FALSE,1823,56.11,41
competitive,1665,B2,adj,/kəmpˈɛtətɪv/,cạnh tranh; có tính đua tranh,The market is very competitive.,FALSE,1824,56.1,41
truly,1666,B2,adv,/tɹˈuli/,thật sự,I am truly grateful.,FALSE,1825,56.09,41
hi,1667,B2,interj,/hˈaɪ/,chào (thân mật),"Hi, how are you?",FALSE,1826,56.08,41
yellow,1668,B2,adj,/jˈɛloʊ/,màu vàng,She wore a yellow dress.,FALSE,1827,56.08,41
habit,1669,B2,n,/hˈæbət/,thói quen,Reading is a good habit.,FALSE,1828,56.08,41
disk,1670,B2,n,/dˈɪsk/,đĩa (lưu trữ),Save the file to the disk.,TRUE,1829,56.08,41
core,1671,B2,n,/kˈɔɹ/,"lõi, cốt lõi",This is the core of the problem.,FALSE,1830,56.08,41
emotional,1672,B2,adj,/ɪmˈoʊʃənəl/,xúc động; đa cảm,It was an emotional moment.,FALSE,1831,56.08,41
aircraft,1673,B2,n,/ˈɛɹkɹˌæft/,"máy bay, phi cơ",The aircraft took off on time.,TRUE,1832,56.07,40
self,1674,B2,n,/sˈɛlf/,"bản thân, cái tôi",Believe in your true self.,FALSE,1833,56.07,40
metal,1675,B2,n,/mˈɛtəl/,kim loại,This box is made of metal.,TRUE,1834,56.07,40
existence,1676,B2,n,/ɛɡzˈɪstəns/,sự tồn tại,They proved the existence of water.,FALSE,1835,56.07,40
bone,1677,B2,n,/bˈoʊn/,xương,The dog buried a bone.,TRUE,1836,56.06,40
panel,1678,B2,n,/pˈænəl/,tấm; ban hội thẩm; bảng điều khiển,The control panel has many buttons.,TRUE,1837,56.05,40
prime,1679,B2,adj,/pɹˈaɪm/,chính yếu; tốt nhất,This is prime farmland.,FALSE,1838,56.05,40
appointment,1680,B2,n,/əpˈɔɪntmənt/,cuộc hẹn,I have a doctor's appointment.,FALSE,1839,56.04,40
emphasize,1681,B2,v,/ˈɛmfəsˌaɪz/,nhấn mạnh,She emphasized the main point.,FALSE,1840,56.03,40
maximum,1682,B2,n,/mˈæksəməm/,mức tối đa,This is the maximum speed.,FALSE,1841,56.03,40
effectively,1683,B2,adv,/ɪfˈɛktɪvli/,một cách hiệu quả,Use your time effectively.,FALSE,1842,56.02,40
elsewhere,1684,B2,adv,/ˈɛlswˌɛɹ/,ở nơi khác,Let's look elsewhere.,FALSE,1843,56.01,40
bother,1685,B2,v,/bˈɑðɚ/,làm phiền; bận tâm,Don't bother her now.,FALSE,1844,56.01,40
initiative,1686,B2,n,/ˌɪnˈɪʃətɪv/,sáng kiến; sự chủ động,She showed great initiative.,FALSE,1845,56.01,40
sharp,1687,B2,adj,/ʃˈɑɹp/,"sắc, bén; sắc sảo","Be careful, the knife is sharp.",FALSE,1846,56.01,40
diet,1688,B2,n,/dˈaɪət/,chế độ ăn,She is on a healthy diet.,FALSE,1847,56,40
motion,1689,B2,n,/mˈoʊʃən/,sự chuyển động; động tác,The gentle motion made me sleepy.,FALSE,1848,56,40
gray,1690,B2,adj,/ɡɹˈeɪ/,màu xám,The sky is gray today.,FALSE,1849,56,40
plastic,1691,B2,n,/plˈæstɪk/,nhựa,This bottle is made of plastic.,TRUE,1850,56,40
complicate,1692,B2,v,/kˈɑmpləkˌeɪt/,làm phức tạp,Don't complicate the plan.,FALSE,1851,55.99,40
discipline,1693,B2,n,/dˈɪsəplən/,kỷ luật,Learning needs discipline.,FALSE,1852,55.99,40
disappoint,1694,B2,v,/dˌɪsəpˈɔɪnt/,làm thất vọng,I don't want to disappoint you.,FALSE,1853,55.99,40
boss,1695,B2,n,/bˈɑs/,"sếp, ông chủ",My boss is very fair.,FALSE,1854,55.98,40
assumption,1696,B2,n,/əsˈʌmpʃən/,giả định,That is a wrong assumption.,FALSE,1855,55.98,40
freeze,1697,B2,v,/fɹˈiz/,đóng băng; làm đông,Water freezes at zero degrees.,FALSE,1856,55.98,40
extreme,1698,B2,adj,/ɛkstɹˈim/,"cực độ, cực đoan",The desert has extreme heat.,FALSE,1857,55.98,40
passage,1699,B2,n,/pˈæsədʒ/,đoạn văn; lối đi,Read the passage carefully.,FALSE,1858,55.98,40
reputation,1700,B2,n,/ɹˌɛpjətˈeɪʃən/,"danh tiếng, tiếng tăm",The school has a good reputation.,FALSE,1859,55.98,40
negotiation,1701,B2,n,/nɪɡˌoʊʃiˈeɪʃən/,sự đàm phán,The negotiation lasted for hours.,FALSE,1861,55.97,40
mechanism,1702,B2,n,/mˈɛkənˌɪzəm/,cơ chế; bộ máy,This is a safety mechanism.,FALSE,1862,55.96,39
coat,1703,B2,n,/kˈoʊt/,áo khoác,Wear a warm coat in winter.,TRUE,1863,55.96,39
democracy,1704,B2,n,/dɪmˈɑkɹəsi/,nền dân chủ,They fought for democracy.,FALSE,1864,55.96,39
pocket,1705,B2,n,/pˈɑkət/,túi (áo/quần),I keep my keys in my pocket.,TRUE,1865,55.96,39
lucky,1706,B2,adj,/lˈʌki/,may mắn,I was lucky to win.,FALSE,1866,55.96,39
crash,1707,B2,n,/kɹˈæʃ/,"vụ va chạm, tai nạn",There was a car crash.,FALSE,1867,55.96,39
observation,1708,B2,n,/ˌɑbzɚvˈeɪʃən/,sự quan sát; nhận xét,She made a sharp observation.,FALSE,1868,55.96,39
meat,1709,B2,n,/mˈit/,thịt,I don't eat much meat.,TRUE,1869,55.95,39
concentration,1710,B2,n,/kˌɑnsəntɹˈeɪʃən/,sự tập trung,The task needs full concentration.,FALSE,1870,55.95,39
implication,1711,B2,n,/ˌɪmpləkˈeɪʃən/,hàm ý; hệ quả,Consider the implications carefully.,FALSE,1871,55.95,39
deserve,1712,B2,v,/dɪzˈɝv/,xứng đáng,You deserve a rest.,FALSE,1872,55.94,39
unusual,1713,B2,adj,/ənjˈuʒˌuəl/,"bất thường, khác thường",It is unusual to see snow here.,FALSE,1873,55.94,39
defend,1714,B2,v,/dɪfˈɛnd/,bảo vệ; phòng thủ,They defended their country.,FALSE,1874,55.94,39
classic,1715,B2,adj,/klˈæsɪk/,"kinh điển, cổ điển",This is a classic film.,FALSE,1875,55.93,39
king,1716,B2,n,/kˈɪŋ/,vua,The king ruled for many years.,FALSE,1876,55.93,39
interaction,1717,B2,n,/ˌɪntɚˈækʃən/,sự tương tác,Class interaction is important.,FALSE,1877,55.92,39
repair,1718,B2,v,/ɹɪpˈɛɹ/,sửa chữa,Can you repair my watch?,FALSE,1878,55.92,39
collapse,1719,B2,v,/kəlˈæps/,sụp đổ; ngã quỵ,The old bridge collapsed.,FALSE,1879,55.92,39
borrow,1720,B2,v,/bˈɑɹˌoʊ/,"mượn, vay",Can I borrow your pen?,FALSE,1880,55.92,39
fundamental,1721,B2,adj,/fˌʌndəmˈɛntəl/,"cơ bản, nền tảng",This is a fundamental rule.,FALSE,1881,55.9,39
dish,1722,B2,n,/dˈɪʃ/,món ăn; cái đĩa,This is a spicy dish.,TRUE,1882,55.89,39
abroad,1723,B2,adv,/əbɹˈɔd/,ở nước ngoài,She studies abroad.,FALSE,1883,55.89,39
soul,1724,B2,n,/sˈoʊl/,"linh hồn, tâm hồn",Music touches the soul.,FALSE,1884,55.89,39
capable,1725,B2,adj,/kˈeɪpəbəl/,có khả năng,She is capable of great things.,FALSE,1885,55.88,39
defeat,1726,B2,v,/dɪfˈit/,đánh bại,They defeated the champions.,FALSE,1886,55.88,39
presidential,1727,B2,adj,/pɹˌɛzədˈɛnʃəl/,thuộc tổng thống,The presidential election is soon.,FALSE,1887,55.87,39
perfectly,1728,B2,adv,/pˈɝfəktli/,"hoàn hảo, hoàn toàn",The dress fits perfectly.,FALSE,1888,55.87,39
enhance,1729,B2,v,/ɛnhˈæns/,"nâng cao, tăng cường",This tool enhances learning.,FALSE,1889,55.87,39
proud,1730,B2,adj,/pɹˈaʊd/,"tự hào, hãnh diện",I am proud of you.,FALSE,1890,55.87,39
emergency,1731,B2,n,/ɪmˈɝdʒənsi/,trường hợp khẩn cấp,Call this number in an emergency.,FALSE,1891,55.87,39
educational,1732,B2,adj,/ˌɛdʒəkˈeɪʃənəl/,thuộc giáo dục,This is an educational game.,FALSE,1892,55.87,39
distinguish,1733,B2,v,/dɪstˈɪŋɡwɪʃ/,phân biệt,Can you distinguish the two colors?,FALSE,1893,55.86,39
substantial,1734,B2,adj,/səbstˈænʃəl/,"đáng kể, lớn",They made a substantial profit.,FALSE,1894,55.86,39
nearby,1735,B2,adj,/nˈɪɹbˈaɪ/,"gần đó, lân cận",There is a shop nearby.,FALSE,1895,55.85,38
manufacturer,1736,B2,n,/mˌænjəfˈæktʃɚɚ/,nhà sản xuất,The manufacturer offers a warranty.,FALSE,1896,55.85,38
slide,1737,B2,v,/slˈaɪd/,trượt,The children slide down the hill.,FALSE,1897,55.85,38
valuable,1738,B2,adj,/vˈæljəbəl/,"quý giá, có giá trị",This is valuable advice.,FALSE,1898,55.85,38
personally,1739,B2,adv,/pˈɝsənəli/,"cá nhân, đích thân","Personally, I disagree.",FALSE,1899,55.85,38
breast,1740,B2,n,/bɹˈɛst/,ngực; ức,The nurse checked her breast.,TRUE,1900,55.85,38
cope,1741,B2,v,/kˈoʊp/,"đối phó, xoay xở",She copes well with stress.,FALSE,1901,55.83,38
approximately,1742,B2,adv,/əpɹˈɑksəmətli/,"khoảng, xấp xỉ",It costs approximately ten dollars.,FALSE,1902,55.83,38
accommodation,1743,B2,n,/əkˌɑmədˈeɪʃən/,chỗ ở,The hotel offers cheap accommodation.,FALSE,1903,55.83,38
highlight,1744,B2,v,/hˈaɪlˌaɪt/,làm nổi bật; tô sáng,Highlight the key words.,FALSE,1904,55.83,38
reporter,1745,B2,n,/ɹɪpˈɔɹtɚ/,phóng viên,The reporter asked many questions.,FALSE,1905,55.83,38
climate,1746,B2,n,/klˈaɪmət/,khí hậu,The climate here is warm.,FALSE,1906,55.83,38
shirt,1747,B2,n,/ʃˈɝt/,áo sơ mi,He ironed his white shirt.,TRUE,1907,55.82,38
exception,1748,B2,n,/ɪksˈɛpʃən/,ngoại lệ,"Everyone must attend, no exceptions.",FALSE,1908,55.82,38
corporation,1749,B2,n,/kˌɔɹpɚˈeɪʃən/,"tập đoàn, công ty lớn",She works for a big corporation.,FALSE,1909,55.82,38
